Location,Post Office,State,Postcode,Latitude,Longitude
Lorong Permai 1,Kuantan,Pahang,26060,3.7270877,103.3138414
Lorong Permatang Badak Aman 26,Kuantan,Pahang,25150,3.7955634,103.2662131
Lorong Permatang Badak Aman 28,Kuantan,Pahang,25150,3.801647,103.266052
Lorong Permatang Badak Damai,Kuantan,Pahang,25150,3.7861899,103.271112
Lorong Permatang Badak Damai 5,Kuantan,Pahang,25150,3.7857371,103.2712954
Lorong Permatang Badak Jaya,Kuantan,Pahang,25150,3.7790307,103.2707309
Lorong Permatang Badak Makmur 24,Kuantan,Pahang,25150,3.7906612,103.2713156
Lorong Permatang Badak Perdana,Kuantan,Pahang,25150,3.7748645,103.2530228
Lorong Permatang Cengal (Sungai Soi),Kuantan,Pahang,26060,3.7287754,103.297211
Lorong Permatang Gaharu Baru 1,Kuantan,Pahang,26060,3.7021869,103.3356272
Lorong Permatang Gharu (Kampung Kem),Kuantan,Pahang,26060,3.7021869,103.3356272
Lorong Permatang Limau (Sungai Soi),Kuantan,Pahang,26060,3.7164413,103.2996885
Lorong Permatang Peria (Sungai Soi),Kuantan,Pahang,26060,3.7265451,103.3034183
Lorong Permatang Ubi (Sungai Soi),Kuantan,Pahang,26060,3.7363874,103.300142
Lorong Puyu (1 - 11),Kuantan,Pahang,25300,3.817786,103.346311
Lorong Rasau Aman 2,Kuantan,Pahang,25150,3.769448,103.264034
Lorong Rasau Perdana,Kuantan,Pahang,25150,3.7703993,103.2643503
Lorong Rasau Permata,Kuantan,Pahang,25150,3.7673374,103.2534301
Lorong Rusa,Kuantan,Pahang,25100,3.8067095,103.3238367
Lorong Rusa (Kampung Kempadang),Kuantan,Pahang,26060,3.7021869,103.3356272
Lorong Seberang Balok 3/2,Kuantan,Pahang,26080,3.9537166,103.3859842
Lorong Sekilau,Kuantan,Pahang,25300,3.8353977,103.3276226
Lorong Sekilau 63,Kuantan,Pahang,25300,3.8356816,103.3274858
Lorong Selamat 40,Kuantan,Pahang,25050,3.8120874,103.3458553
Lorong Semambu Baru,Kuantan,Pahang,25350,3.8535417,103.3351517
Lorong Serai,Kuantan,Pahang,25250,3.8233408,103.3500652
Lorong Seri Damai Aman 52,Kuantan,Pahang,25150,3.7643398,103.2297102
Lorong Seri Damai Perdana 1,Kuantan,Pahang,25150,3.7711008,103.2558415
Lorong Seri Damai Perdana 57,Kuantan,Pahang,26070,3.7679938,103.2499757
Lorong Seri Kuantan 15,Kuantan,Pahang,25250,3.8177867,103.3335083
Lorong Seri Kuantan 17,Kuantan,Pahang,25250,3.8192703,103.3337054
Lorong Seri Kuantan 80,Kuantan,Pahang,25250,3.8249103,103.3373672
Lorong Seri Kuantan 82,Kuantan,Pahang,25250,3.8204454,103.3392353
Lorong Seri Mahkota Aman 32,Kuantan,Pahang,26070,3.7538252,103.1883031
Lorong Seri Mahkota Permai,Kuantan,Pahang,26070,3.7560284,103.1769173
Lorong Seri Mahkota Ria 1,Kuantan,Pahang,26070,3.7981836,103.2144134
Lorong Seri Setali 101,Kuantan,Pahang,25300,3.8397997,103.3342162
Lorong Seri Setali 105,Kuantan,Pahang,25300,3.843201,103.335509
Lorong Seri Setali 89,Kuantan,Pahang,25300,3.8405719,103.3358346
Lorong Seri Teruntum,Kuantan,Pahang,25100,3.8019608,103.3127931
Lorong Seri Teruntum 125,Kuantan,Pahang,25100,3.7992329,103.3139993
Lorong Seri Teruntum 18,Kuantan,Pahang,25100,3.8000683,103.31759
Lorong Seri Teruntum 32,Kuantan,Pahang,25100,3.8005042,103.3177965
Lorong Serindit (1 - 111),Kuantan,Pahang,25300,3.8562805,103.3067562
Lorong Setaling (114 - 121),Kuantan,Pahang,25350,3.8534777,103.3269652
Lorong Setongkol Baru,Kuantan,Pahang,25200,3.8139077,103.3046846
Lorong Shahzan IM 12,Kuantan,Pahang,25200,3.8164675,103.2823238
Lorong Singa Mas,Kuantan,Pahang,25200,3.8168174,103.2752765
Lorong Sri Inderapura,Kuantan,Pahang,25150,3.7496167,103.2633019
Lorong Sri Inderapura 60,Kuantan,Pahang,26060,3.7499475,103.2674648
Lorong Sri Setali,Kuantan,Pahang,25350,3.8449911,103.3372439
Lorong Sri Teruntum,Kuantan,Pahang,25200,3.7962392,103.3104984
Lorong Sri Teruntum 37,Kuantan,Pahang,25100,3.8085766,103.320794
Lorong Stongkol Maju,Kuantan,Pahang,25200,3.8008466,103.2965756
Lorong Stongkol Perdana,Kuantan,Pahang,25200,3.8142654,103.30353
Lorong Sungai Isap Damai,Kuantan,Pahang,25150,3.8026137,103.2752855
Lorong Sungai Isap Jaya,Kuantan,Pahang,25150,3.7824157,103.2761513
Lorong Sungai Isap Perdana,Kuantan,Pahang,25150,3.7938345,103.2786844
Lorong Sungai Karang Damai (90 - 93),Kuantan,Pahang,26100,3.909106,103.3554069
Lorong Sungai Karang Damai 34,Kuantan,Pahang,26100,3.908131,103.355323
Lorong Sungai Karang Darat,Kuantan,Pahang,26100,3.9078915,103.3553105
Lorong Sungai Karang Darat (9 - 10),Kuantan,Pahang,26100,3.9091413,103.3558057
Lorong Sungai Karang Darat 105,Kuantan,Pahang,26100,3.909106,103.3554069
Lorong Sungai Karang Darat 51,Kuantan,Pahang,26100,3.907174,103.353958
Lorong Sungai Karang Darat Jaya 9,Kuantan,Pahang,26100,3.9695475,103.3702811
Lorong Sungai Karang Jaya 7,Kuantan,Pahang,26100,3.8970975,103.3544901
Lorong Sungai Karang Jaya 8,Kuantan,Pahang,26100,3.8971873,103.3543606
Lorong Sungai Karang Maju 6,Kuantan,Pahang,26100,3.9695475,103.3702811
Lorong Sungai Soi Baru 17,Kuantan,Pahang,26060,3.7359346,103.3007251
Lorong Sungai Soi Baru 21,Kuantan,Pahang,26060,3.7365079,103.3007609
Lorong Sungai Soi Baru 6,Kuantan,Pahang,26060,3.7344795,103.2991235
Lorong Sungai Soi Jaya 10,Kuantan,Pahang,26060,3.7304521,103.2996363
Lorong Sungai Soi Jaya 18,Kuantan,Pahang,26060,3.7304521,103.2996363
Lorong Sungai Soi Jaya 2,Kuantan,Pahang,26060,3.7304521,103.2996363
Lorong Tanjong Api,Kuantan,Pahang,25050,3.8089365,103.3429454
Lorong Tas Ria,Kuantan,Pahang,25150,3.7740562,103.2389675
Lorong Tas Ria 38,Kuantan,Pahang,25150,3.7770786,103.2380265
Lorong Tiram,Kuantan,Pahang,25200,3.8112049,103.286878
Lorong Tiram Perdana 2,Kuantan,Pahang,25200,3.8111318,103.2894029
Lorong Tok Sira,Kuantan,Pahang,25300,3.8205367,103.3548109
Lorong Tok Sira 10,Kuantan,Pahang,25050,3.8169856,103.362925
Lorong Tok Sira 6,Kuantan,Pahang,25050,3.8138832,103.3642047
Lorong Tok Sira 70,Kuantan,Pahang,25050,3.8161184,103.3629814
Lorong Tun Ismail (1 - 5),Kuantan,Pahang,25000,3.8094458,103.3235684
Lorong Tun Ismail (8 - 12),Kuantan,Pahang,25300,3.817934,103.3292287
Lorong Tun Ismail 2,Kuantan,Pahang,25000,3.8164295,103.3283848
"Lot 108, Sek. 31",Kuantan,Pahang,25200,3.812776,103.296021
Mahkamah Tinggi,Kuantan,Pahang,25506,3.8075502,103.3264034
Mahkota Parade,Kuantan,Pahang,25000,3.8050155,103.3264597
Majlis Perbandaran Kuantan,Kuantan,Pahang,25644,3.7981598,103.3221741
Maktab Perguruan Tengku Ampuan Afzan,Kuantan,Pahang,25350,3.8534777,103.3269652
Maktab Sains Mara,Kuantan,Pahang,25150,3.8213949,103.3527788
Markas Briged Tenggara PPH,Kuantan,Pahang,25300,3.8562805,103.3067562
Markas Divisyen Kem Batu 10,Kuantan,Pahang,25990,3.7633859,103.2201828
Markas Wilayah Laut (TLDM),Kuantan,Pahang,26010,3.9658868,103.4305434
Medan Pelancongan,Kuantan,Pahang,25000,3.8149847,103.3348623
Medan Tok Sera,Kuantan,Pahang,25050,3.81933,103.36737
Medan Warisan,Kuantan,Pahang,25100,3.79312,103.3086082
PAKR Bukit Rangin,Kuantan,Pahang,25150,3.798766,103.267867
Padang Lalang,Kuantan,Pahang,25050,3.8120957,103.3357353
Padi & Beras Nasional (Bernas),Kuantan,Pahang,25661,3.7633859,103.2201828
Paya Besar (Jalan Gambang),Kuantan,Pahang,25150,3.7091953,103.124817
Pegawai Kemajuan Negeri,Kuantan,Pahang,25509,3.809596,103.326995
Pegawai Kewangan Negeri,Kuantan,Pahang,25592,3.824973,103.3238999
Pejabat Daerah Kuantan,Kuantan,Pahang,25000,3.8293179,103.2942262
Pejabat Felcra Negeri,Kuantan,Pahang,25200,3.8259678,103.3019902
Pejabat Felda Pahang Timur,Kuantan,Pahang,25200,3.8257248,103.2949758
Pejabat MIDA Negeri,Kuantan,Pahang,25000,3.8125225,103.3284089
Pejabat Mara Negeri,Kuantan,Pahang,25609,3.8080103,103.3251065
Pejabat Rela Negeri,Kuantan,Pahang,25546,3.7633859,103.2201828
Pejabat Risda Negeri,Kuantan,Pahang,25200,3.811255,103.3170451
Pejabat Unit Matrik,Kuantan,Pahang,25622,3.7633859,103.2201828
Pelabuhan Kuantan,Kuantan,Pahang,26080,3.9707037,103.4102342
Penasihat Undang-Undang Negeri,Kuantan,Pahang,25512,3.7633859,103.2201828
Penguatkuasa Kem Perdagangan Dalam Negeri,Kuantan,Pahang,25622,3.7633859,103.2201828
PerKampungan Cenderawasih,Kuantan,Pahang,25200,3.800513,103.3046899
PerKampungan Orang Asli,Kuantan,Pahang,26060,3.9008045,103.1847709
Peramu Hilir,Kuantan,Pahang,26060,3.5182613,103.393216
Peramu Maju,Kuantan,Pahang,26060,3.7867317,103.3296771
Perbadanan Kemajuan Negeri Pahang,Kuantan,Pahang,25674,3.802861,103.3237012
Perindustrian Indera Mahkota,Kuantan,Pahang,25200,3.830202,103.2777518
Perkampungan Air Putih,Kuantan,Pahang,25300,3.826403,103.334409
Perkampungan Air Putih,Kuantan,Pahang,25350,3.828906,103.335701
Perkampungan Alor Akar,Kuantan,Pahang,25250,3.830737,103.352629
Perkampungan Balok Makmur,Kuantan,Pahang,26080,3.93355,103.36558
Perkampungan Balok Perdana 4,Kuantan,Pahang,26080,3.9330158,103.3670243
Perkampungan Balok Permai,Kuantan,Pahang,26100,3.8739177,103.3650715
Perkampungan Balok Samudera,Kuantan,Pahang,26080,4.0488109,103.393389
Perkampungan Batu Hitam,Kuantan,Pahang,26100,3.888952,103.3626499
Perkampungan Beserah Ria,Kuantan,Pahang,26100,3.8505481,103.3589857
Perkampungan Bukit Setongkol,Kuantan,Pahang,25200,3.8112762,103.3161797
Perkampungan Bukit Setongkol 36,Kuantan,Pahang,25200,3.8122647,103.3091831
Perkampungan Bukit Setongkol Maju,Kuantan,Pahang,25200,3.8008466,103.2965756
Perkampungan Bukit Setongkol Perdana 36,Kuantan,Pahang,25200,3.8148719,103.3046644
Perkampungan Bunut Rendang Jaya,Kuantan,Pahang,25150,3.7534307,103.2685547
Perkampungan Cempaka,Kuantan,Pahang,26060,3.7273387,103.3277963
Perkampungan Cengal Lempong,Kuantan,Pahang,26100,3.9241271,103.3623854
Perkampungan Cengal Lempong Baru,Kuantan,Pahang,26100,3.9253252,103.3586948
Perkampungan Chendor Aman,Kuantan,Pahang,26080,4.0488109,103.393389
Perkampungan Galing,Kuantan,Pahang,25300,3.8355837,103.3290446
Perkampungan Gudang Rasau,Kuantan,Pahang,25150,3.7673374,103.2534301
Perkampungan Indera Sempurna,Kuantan,Pahang,25150,3.73745,103.265321
Perkampungan Jeram,Kuantan,Pahang,26100,3.8603719,103.359616
Perkampungan Kempadang Aman,Kuantan,Pahang,26060,3.737263,103.305178
Perkampungan Kempadang Maju,Kuantan,Pahang,26060,3.7519375,103.3219232
Perkampungan Kempadang Makmur,Kuantan,Pahang,26060,3.739948,103.309524
Perkampungan Kempadang Perdana,Kuantan,Pahang,26060,3.739948,103.309524
Perkampungan Kempadang Utama 1,Kuantan,Pahang,26060,3.7716585,103.3149856
Perkampungan Padang Indah,Kuantan,Pahang,25200,3.8649598,103.2550768
Perkampungan Padang Jaya,Kuantan,Pahang,25200,3.8498403,103.2553306
Perkampungan Padang Perdana,Kuantan,Pahang,25200,3.867249,103.2423919
Perkampungan Padang Permai,Kuantan,Pahang,25200,3.822891,103.291515
Perkampungan Pandan Damai,Kuantan,Pahang,25150,3.7750107,103.2344597
Perkampungan Pandan Indah,Kuantan,Pahang,26070,3.7849048,103.2288072
Perkampungan Pandan Jaya,Kuantan,Pahang,26070,3.7849048,103.2288072
Perkampungan Pandan Perdana,Kuantan,Pahang,26070,3.7849048,103.2288072
Perkampungan Pandan Sejahtera,Kuantan,Pahang,26070,3.7773067,103.2226839
Perkampungan Paya Tiga,Kuantan,Pahang,25200,3.8046877,103.2958443
Perkampungan Pelindung,Kuantan,Pahang,25050,3.83513,103.370692
Perkampungan Pelindung Damai,Kuantan,Pahang,26100,3.8392584,103.3652836
Perkampungan Pelindung Maju,Kuantan,Pahang,26100,3.84891,103.365343
Perkampungan Pelindung Perdana,Kuantan,Pahang,26100,3.8469156,103.3626808
Perkampungan Penor Aman,Kuantan,Pahang,26060,3.737263,103.305178
Perkampungan Peramu Baru,Kuantan,Pahang,26060,3.7886504,103.3316751
Perkampungan Peramu Maju,Kuantan,Pahang,26060,3.786729,103.3337689
Perkampungan Permatang Badak Jaya,Kuantan,Pahang,25150,3.777362,103.271366
Perkampungan Permatang Badak Perdana,Kuantan,Pahang,25150,3.7934036,103.2580897
Perkampungan Seberang Balok,Kuantan,Pahang,26080,3.950661,103.376322
Perkampungan Sekilau,Kuantan,Pahang,25300,3.824065,103.3290518
Perkampungan Selamat,Kuantan,Pahang,25050,3.812167,103.339913
Perkampungan Semambu Baru,Kuantan,Pahang,25350,3.85193,103.3356575
Perkampungan Seri Damai Aman,Kuantan,Pahang,25150,3.764231,103.230543
Perkampungan Seri Damai Baru,Kuantan,Pahang,25150,3.7633862,103.2202168
Perkampungan Seri Damai Perdana,Kuantan,Pahang,25150,3.770081,103.2517411
Perkampungan Seri Mahkota Aman,Kuantan,Pahang,26070,3.7498968,103.1924674
Perkampungan Seri Mahkota Permai,Kuantan,Pahang,26070,3.756692,103.1976241
Perkampungan Seri Teruntum,Kuantan,Pahang,25100,3.810011,103.3185892
Perkampungan Shahzan IM,Kuantan,Pahang,25200,3.816778,103.282764
Perkampungan Soi Baru,Kuantan,Pahang,26060,3.7360635,103.3008349
Perkampungan Sungai Deraka,Kuantan,Pahang,26060,3.7699016,103.3144576
Perkampungan Sungai Isap Aman,Kuantan,Pahang,25150,3.7836389,103.285201
Perkampungan Sungai Karang Damai,Kuantan,Pahang,26100,3.90031,103.3531279
Perkampungan Sungai Karang Darat,Kuantan,Pahang,26100,3.90031,103.3531279
Perkampungan Sungai Karang Darat Jaya,Kuantan,Pahang,26100,3.879799,103.335476
Perkampungan Sungai Karang Jaya,Kuantan,Pahang,26100,3.8970581,103.3544799
Perkampungan Sungai Karang Mesra,Kuantan,Pahang,26100,3.9165605,103.3636035
Perkampungan Sungai Soi Baru,Kuantan,Pahang,26060,3.7360635,103.3008349
Perkampungan Sungai Soi Jaya,Kuantan,Pahang,26060,3.7304521,103.2996363
Perkampungan Sungai Ular Damai,Kuantan,Pahang,26080,4.0419254,103.3955556
Perkampungan Sungai Ular Jaya,Kuantan,Pahang,26080,4.0543111,103.3937388
Perkampungan Sungai Ular Perdana,Kuantan,Pahang,26080,4.0488109,103.393389
Perkampungan Tiram Jaya,Kuantan,Pahang,25200,3.8112049,103.286878
Perkampungan Tok Sira,Kuantan,Pahang,25050,3.813451,103.352414
Permatang Badak,Kuantan,Pahang,25150,3.7921228,103.271573
Permatang Gaharu,Kuantan,Pahang,26060,3.7614323,103.3052909
Persiaran Sultan Abu Bakar,Kuantan,Pahang,25200,3.8236981,103.2958199
Perumahan Air Putih,Kuantan,Pahang,25300,3.8385566,103.3421901
Perumahan Alur Akar,Kuantan,Pahang,25050,3.829663,103.349655
Perumahan Anak Air,Kuantan,Pahang,26060,3.7620743,103.318171
Perumahan Anak Air Jaya,Kuantan,Pahang,26060,3.7620743,103.318171
Perumahan Balok Baru,Kuantan,Pahang,26100,3.9336166,103.3664989
Perumahan Balok Maju,Kuantan,Pahang,26100,3.7867317,103.3296771
Perumahan Balok Makmur,Kuantan,Pahang,26100,3.962475,103.384135
Perumahan Balok Pantai,Kuantan,Pahang,26100,3.925925,103.3709219
Perumahan Balok Perdana,Kuantan,Pahang,26100,3.955257,103.372087
Perumahan Bandar Indera Mahkota 16,Kuantan,Pahang,25200,3.8183256,103.2913291
Perumahan Bandar Putra,Kuantan,Pahang,26060,3.7682227,103.3207214
Perumahan Berjaya Permai,Kuantan,Pahang,26060,3.7861609,103.2800798
Perumahan Beserah Ria,Kuantan,Pahang,26100,3.8505481,103.3589857
Perumahan Beserah makmur,Kuantan,Pahang,26100,3.9336166,103.3664989
Perumahan Bukit Bay Route,Kuantan,Pahang,25200,3.8114712,103.315066
Perumahan Bukit Istana,Kuantan,Pahang,25200,3.8424969,103.2909344
Perumahan Bukit Pelindung,Kuantan,Pahang,25050,3.830455,103.3630319
Perumahan Bukit Rangin Perdana,Kuantan,Pahang,25150,3.8072693,103.2562054
Perumahan Bukit Rangin Perdana 1,Kuantan,Pahang,25150,3.8072693,103.2562054
Perumahan Bukit Setongkol,Kuantan,Pahang,25200,3.810645,103.2972548
Perumahan Bukit Setongkol Jaya,Kuantan,Pahang,25200,3.8074701,103.31303
Perumahan Bukit Setongkol Maju,Kuantan,Pahang,25200,3.8008466,103.2965756
Perumahan Bukit Setongkol Perdana,Kuantan,Pahang,25200,3.8142654,103.30353
Perumahan Cempaka 2,Kuantan,Pahang,26060,3.7998273,103.3152424
Perumahan Cempaka 6,Kuantan,Pahang,26060,3.7998273,103.3152424
Perumahan Cempaka Aman,Kuantan,Pahang,26060,3.7021869,103.3356272
Perumahan Cenderawasih Perdana,Kuantan,Pahang,25200,3.8117183,103.2977405
Perumahan Cendering,Kuantan,Pahang,25150,3.7904392,103.2461847
Perumahan Cendering Lama,Kuantan,Pahang,25150,3.7439165,103.1971067
Perumahan Cengal Lempung,Kuantan,Pahang,26100,3.928115,103.368309
Perumahan Cengal Lempung Aman,Kuantan,Pahang,26100,3.9695475,103.3702811
Perumahan Cengal Lempung Perdana,Kuantan,Pahang,26100,3.9674252,103.4237244
Perumahan Cerating Makmur,Kuantan,Pahang,26100,3.9695475,103.3702811
Perumahan Chendor Makmur,Kuantan,Pahang,26100,3.9695475,103.3702811
Perumahan Chendor Perdana 1,Kuantan,Pahang,26100,3.9695475,103.3702811
Perumahan Dato' Abdul Rashid Salleh,Kuantan,Pahang,25300,3.8562805,103.3067562
Perumahan Dato' Abdul Rashid Salleh,Kuantan,Pahang,25350,3.8534777,103.3269652
Perumahan Desa Mesra,Kuantan,Pahang,25150,3.7852851,103.2572664
Perumahan Galing,Kuantan,Pahang,25250,3.82535,103.332388
Perumahan IM 1,Kuantan,Pahang,25200,3.8195801,103.3047365
Perumahan Indera Mahkota,Kuantan,Pahang,25200,3.819366,103.28295
Perumahan Indera Mahkota 1,Kuantan,Pahang,25200,3.8219002,103.3043568
Perumahan Indera Mahkota 11,Kuantan,Pahang,25200,3.8204186,103.2813677
Perumahan Indera Mahkota 15,Kuantan,Pahang,25200,3.8337344,103.266983
Perumahan Indera Mahkota 18,Kuantan,Pahang,25200,3.8304327,103.3032227
Perumahan Indera Mahkota 2,Kuantan,Pahang,25200,3.824973,103.3238999
Perumahan Indera Mahkota 21,Kuantan,Pahang,25200,3.8304327,103.3032227
Perumahan Indera Mahkota 5,Kuantan,Pahang,25200,3.819366,103.28295
Perumahan Indera Mahkota 8,Kuantan,Pahang,25200,3.8046944,103.3267733
Perumahan Indera Mahkota 9,Kuantan,Pahang,25200,3.819366,103.28295
Perumahan Indera Sempurna,Kuantan,Pahang,25150,3.7515713,103.2500227
Perumahan Indera Sempurna 2,Kuantan,Pahang,26060,3.7515713,103.2500227
Perumahan Jaya Gading,Kuantan,Pahang,25150,3.7554511,103.2021962
Perumahan Jaya Gading 2,Kuantan,Pahang,26070,3.8692797,103.2469978
Perumahan Kampung Baru Sungai Karang,Kuantan,Pahang,26100,3.9336166,103.3664989
Perumahan Kampung Padang Baru,Kuantan,Pahang,25200,3.864797,103.251674
Perumahan Kampung Padang Baru,Kuantan,Pahang,26060,3.7021869,103.3356272
Perumahan Kampung Padang Indah,Kuantan,Pahang,25200,3.8663796,103.2545133
Perumahan Kampung Padang Jaya,Kuantan,Pahang,25200,3.857871,103.255604
Perumahan Kampung Padang Maju,Kuantan,Pahang,25200,3.8621766,103.2519257
Perumahan Kampung Padang Permai,Kuantan,Pahang,25200,3.8595162,103.2562119
Perumahan Kampung Pandan Sejahtera,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Karyawan,Kuantan,Pahang,25150,3.7705314,103.2723
Perumahan Kempadang Aman,Kuantan,Pahang,26060,3.7488089,103.3091891
Perumahan Kempadang Baru,Kuantan,Pahang,26060,3.7311489,103.3106828
Perumahan Kempadang Damai,Kuantan,Pahang,26060,3.7311489,103.3106828
Perumahan Kempadang Jaya,Kuantan,Pahang,26060,3.8162195,103.3298525
Perumahan Kempadang Jaya 2,Kuantan,Pahang,26060,3.8162195,103.3298525
Perumahan Kempadang Makmur,Kuantan,Pahang,26060,3.7311489,103.3106828
Perumahan Kempadang Makmur 1,Kuantan,Pahang,26060,3.7480932,103.3098551
Perumahan Kempadang Perdana,Kuantan,Pahang,26060,3.7311489,103.3106828
Perumahan Kempadang Utama,Kuantan,Pahang,26060,3.7311489,103.3106828
Perumahan Kubang Buaya,Kuantan,Pahang,25050,3.8224932,103.3455949
Perumahan Kurnia Jaya,Kuantan,Pahang,25150,3.8072693,103.2562054
Perumahan Makmur Mahkota Jaya,Kuantan,Pahang,26070,3.7698229,103.2312808
Perumahan Makmur Penor Jaya,Kuantan,Pahang,26060,3.7021869,103.3356272
Perumahan Mat Kilau,Kuantan,Pahang,25100,3.802867,103.3209273
Perumahan Murah Semambu,Kuantan,Pahang,25350,3.8459872,103.3298525
Perumahan Padang Maju,Kuantan,Pahang,25200,3.8666964,103.2507919
Perumahan Padang Perdana,Kuantan,Pahang,25200,3.862513,103.24386
Perumahan Padang Permai,Kuantan,Pahang,25200,3.8595162,103.2562119
Perumahan Pandan Aman,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pandan Aman 1,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pandan Damai,Kuantan,Pahang,25150,3.7963796,103.2463958
Perumahan Pandan Damai,Kuantan,Pahang,26070,3.7705702,103.2310383
Perumahan Pandan Jaya,Kuantan,Pahang,25150,3.7773067,103.2226839
Perumahan Pandan Makmur,Kuantan,Pahang,25150,3.7773067,103.2226839
Perumahan Pandan Makmur,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pandan Perdana,Kuantan,Pahang,25150,3.774263,103.223719
Perumahan Pandan Perdana,Kuantan,Pahang,26070,3.7672133,103.2177866
Perumahan Pandan Perdana 2,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pandan Sejahtera,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pandan Sejahtera 1,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pandan Sejahtera 2,Kuantan,Pahang,26070,3.7773067,103.2226839
Perumahan Pasifik,Kuantan,Pahang,25250,3.829663,103.349655
Perumahan Paya Tiga,Kuantan,Pahang,25200,3.8065323,103.2961902
Perumahan Pelindung,Kuantan,Pahang,25050,3.8331908,103.348451
Perumahan Pelindung,Kuantan,Pahang,25250,3.8331908,103.348451
Perumahan Pelindung Jaya,Kuantan,Pahang,26100,3.8331908,103.348451
Perumahan Pelindung Maju,Kuantan,Pahang,26100,3.7873679,103.3295157
Perumahan Pelindung Pantai,Kuantan,Pahang,26100,3.8331908,103.348451
Perumahan Pelindung Perdana,Kuantan,Pahang,26100,3.7873679,103.3295157
Perumahan Peramu Baru,Kuantan,Pahang,26060,3.7887656,103.3317685
Perumahan Permatang Badak Aman,Kuantan,Pahang,25150,3.7843716,103.2853269
Perumahan Permatang Badak Damai,Kuantan,Pahang,25150,3.7900141,103.2648389
Perumahan Permatang Badak Jaya,Kuantan,Pahang,25150,3.777174,103.269601
Perumahan Permatang Badak Maju,Kuantan,Pahang,25150,3.7898234,103.2638347
Perumahan Permatang Badak Makmur,Kuantan,Pahang,25150,3.7900141,103.2648389
Perumahan Permatang Badak Perdana,Kuantan,Pahang,25150,3.7900141,103.2648389
Perumahan Seberang Balok,Kuantan,Pahang,26100,3.9343016,103.3655548
Perumahan Seberang Balok Jaya,Kuantan,Pahang,26100,3.928115,103.368309
Perumahan Sekilau,Kuantan,Pahang,25300,3.8325066,103.328457
Perumahan Semambu Baru,Kuantan,Pahang,25350,3.8385617,103.3457294
Perumahan Sepat Aman,Kuantan,Pahang,26060,3.7021869,103.3356272
Perumahan Seri Damai Aman,Kuantan,Pahang,26070,3.764231,103.230543
Perumahan Seri Damai Baru,Kuantan,Pahang,25150,3.7639397,103.2208483
Perumahan Seri Damai Baru,Kuantan,Pahang,26070,3.7639397,103.2208483
Perumahan Seri Damai Indah,Kuantan,Pahang,26070,3.764231,103.230543
Perumahan Seri Damai Jaya,Kuantan,Pahang,25150,3.7681387,103.2351803
Perumahan Seri Inderapura,Kuantan,Pahang,25150,3.750269,103.2641392
Perumahan Seri Kemunting,Kuantan,Pahang,25100,3.793719,103.318665
Perumahan Seri Kuantan,Kuantan,Pahang,25250,3.827521,103.3423988
Perumahan Seri Mahkota Jaya 1,Kuantan,Pahang,26070,3.7486948,103.1909732
Perumahan Seri Mahkota Maju,Kuantan,Pahang,26070,3.74887,103.19117
Perumahan Seri Setali,Kuantan,Pahang,25300,3.8440068,103.3353295
Perumahan Seri Teruntum,Kuantan,Pahang,25100,3.803322,103.3126189
Perumahan Sri Damai Aman Maju,Kuantan,Pahang,25150,3.7439165,103.1971067
Perumahan Sri Damai Maju,Kuantan,Pahang,25150,3.7708281,103.2555427
Perumahan Sungai Baging 1,Kuantan,Pahang,26080,4.080305,103.3856798
Perumahan Sungai Deraka,Kuantan,Pahang,26060,3.7873679,103.3295157
Perumahan Sungai Isap (1 - 3),Kuantan,Pahang,25150,3.7847398,103.2849003
Perumahan Sungai Karang,Kuantan,Pahang,26100,3.9336166,103.3664989
Perumahan Sungai Karang 1,Kuantan,Pahang,26100,3.902757,103.364777
Perumahan Sungai Karang Damai,Kuantan,Pahang,26100,3.892398,103.3581392
Perumahan Sungai Karang Darat,Kuantan,Pahang,26100,3.909216,103.356187
Perumahan Sungai Karang Mesra,Kuantan,Pahang,26100,3.9695475,103.3702811
Perumahan Sungai Soi,Kuantan,Pahang,26060,3.7352647,103.2778939
Perumahan Sungai Soi Baru,Kuantan,Pahang,26060,3.7021869,103.3356272
Perumahan Sungai Soi Damai,Kuantan,Pahang,26060,3.7557909,103.3071835
Perumahan Sungai Soi Damai 1,Kuantan,Pahang,26060,3.7559613,103.3074276
Perumahan Sungai Soi Jaya,Kuantan,Pahang,26060,3.7021869,103.3356272
Perumahan Sungai Ular Damai,Kuantan,Pahang,26080,4.025622,103.4025747
Perumahan Sungai Ular Jaya,Kuantan,Pahang,26080,4.0363053,103.3954087
Perumahan Sungai Ular Jaya,Kuantan,Pahang,26100,4.0363053,103.3954087
Perumahan Taman Beserah,Kuantan,Pahang,26100,3.8619639,103.3563709
Perumahan Tanah Putih Baru,Kuantan,Pahang,25150,3.790226,103.3011871
Perumahan Tiram Aman,Kuantan,Pahang,25200,3.8125221,103.2810045
Perumahan Tiram Jaya,Kuantan,Pahang,25200,3.8112049,103.286878
